Filial;Remetente;Destinatário;Faturado;Origem;Estado Origem;Destino;Estado Destino;Doc/Minuta;Data Frete;N° Referência;N° Manifesto;Nota Fiscal;Agente de Entrega;Agente de Coleta;Ocorrência;Data Ocorrência;Observações ocorrência
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - SERRA;NOSTELECOM COMUNICACAO MULTIMIDIA LTDA;ROUTE 66 - SERRA;Jundiaí;SP;São Paulo;SP;83644/262426;01/11/2025 02:19;;;"=""78439""";;;Saida para Entrega;03/11/2025 09:03;Manifesto 48074 - SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;COMERCIAL MITSUMASA LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57098/261040;30/10/2025 18:25;;"=""48059""";"=""214264""";;;Entrega Realizada Normalmente;03/11/2025 09:09;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;COMERCIAL MITSUMASA LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57098/261040;30/10/2025 18:25;;;"=""214264""";;;Comprovante de Entrega Anexado;03/11/2025 09:09;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TRAMONTINA DELTA;CARREFOUR COMERCIO E INDUSTRIA LTDA;TRAMONTINA DELTA;São José dos Pinhais;PR;Curitiba;PR;38723/256188;23/10/2025 13:38;;;"=""28044""";;;Tratativa Solucionada;03/11/2025 09:10;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | NAVEGANTES | 0049-63;BRF S.A.;FRIGELAR | NAVEGANTES | 0049-63;São José dos Pinhais;PR;Navegantes;SC;1893/257094;24/10/2025 14:25;;;"=""728856""";;;Comprovante de Entrega Anexado;03/11/2025 09:18;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;IMPERADOR FERRAGENS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57011/260939;30/10/2025 18:23;;"=""48059""";"=""214080""";;;Entrega Realizada Normalmente;03/11/2025 09:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;IMPERADOR FERRAGENS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57011/260939;30/10/2025 18:23;;;"=""214080""";;;Comprovante de Entrega Anexado;03/11/2025 09:20;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FORMILINE INDUSTRIA DE LAMINADOS LTDA;M.M. OLIVEIRA SERVICOS VEICULA;FORMILINE INDUSTRIA DE LAMINADOS LTDA;Suzano;SP;Franco da Rocha;SP;82972/260375;29/10/2025 20:54;;;"=""579344""";;;Reentrega sem Cobrança do Cliente;03/11/2025 09:22;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;INSTANTSHOP;BAZAR HELENA LTDA;INSTANTSHOP;Botucatu;SP;Pedreira;SP;33513/259309;28/10/2025 19:01;BOTUCATU X PEDREIRA;;"=""5458""";;;Entrega Programada;03/11/2025 09:31;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;WG MATS ELETRICOS E HIDRAULICOS LTD;TIGRE | CASTRO | 0002-50;Castro;PR;Barueri;SP;57107/260996;30/10/2025 18:24;;;"=""213919""";;;Entrega Programada;03/11/2025 09:34;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;G D FARIAS - ME;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57119/261003;30/10/2025 18:24;;"=""48059""";"=""214044""";;;Entrega Realizada Normalmente;03/11/2025 09:34;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;G D FARIAS - ME;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57119/261003;30/10/2025 18:24;;;"=""214044""";;;Comprovante de Entrega Anexado;03/11/2025 09:34;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Platinox Comercio de Equipamento para Gastronomia Ltda.- ME;SODEXO DO BRASIL COMERCIAL S.A;Platinox Comercio de Equipamento para Gastronomia Ltda.- ME;Curitiba;PR;Santana de Parnaíba;SP;39209/259407;28/10/2025 20:10;;;"=""188492""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS POWER - OSASCO;MAQUINAS AGRICOLAS JACTO S A;DANFOSS POWER - OSASCO;Osasco;SP;São Paulo;SP;83175/261340;30/10/2025 21:33;;;"=""106617""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;RIKEN QUIMICA;RUDNIK COMERCIO DE PRODUTOS QUIMICOS LTDA;RIKEN QUIMICA;Rio das Pedras;SP;Cotia;SP;31145/261185;30/10/2025 19:39;;;"=""19706""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;RSB COMERCIO DE EQUIPAMENTOS ELETRONICO E VARIEDADES;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;São Paulo;SP;6981/257185;24/10/2025 15:28;;;"=""33123""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS POWER - OSASCO;JACTO;DANFOSS POWER - OSASCO;Osasco;SP;São Paulo;SP;83173/261338;30/10/2025 21:31;;;"=""106616""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ULTRALIGHT;ITAUEIRA AGROPECUARIA S A;ULTRALIGHT;Bariri;SP;São Paulo;SP;33586/260065;29/10/2025 17:45;;;"=""57511""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;CENTRO DE DISTRIBUICAO BUTANTA LTDA.;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;São Paulo;SP;6988/257174;24/10/2025 15:16;;;"=""33115""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Associação Brasileira de Cimento Portland;QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA;Santana de Parnaíba;SP;São Paulo;SP;83146/261315;30/10/2025 21:03;;;"=""5139""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;MTG TECNOLOGIA EM TINTAS - EIRELI;HB FULLER CWB;Curitiba;PR;Diadema;SP;39342/260307;29/10/2025 19:17;;;"=""23918""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;SULCARNES COMERCIO E REPRESENTACOES LTDA.;FRIGELAR | OSASCO | 0002-08;Osasco;SP;São Paulo;SP;82450/258969;28/10/2025 15:34;;;"=""1113964""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82528/259449;28/10/2025 00:00;"=""2012079405""";;"=""704714""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82530/259453;28/10/2025 00:00;"=""2012064813""";;"=""704683""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82253/258618;27/10/2025 00:00;"=""2012063304""";;"=""704655""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82831/260453;29/10/2025 00:00;"=""2012090295""";;"=""704747""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | PIRACICABA;KORPER EQUIP. INDUSTRIAIS LTDA;FRIGELAR | PIRACICABA;Piracicaba;SP;Jundiaí;SP;30942/259377;28/10/2025 19:25;;;"=""146105""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - EMBU;Embu das Artes;SP;Cajamar;SP;82582/259587;28/10/2025 00:00;"=""2012064886""";;"=""181253""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82251/258614;27/10/2025 00:00;"=""2012056286""";;"=""704611""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82524/259442;28/10/2025 00:00;"=""2012064803""";;"=""704732""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - EMBU;Embu das Artes;SP;Cajamar;SP;82588/259593;28/10/2025 00:00;"=""2012073579""";;"=""181273""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82521/259437;28/10/2025 00:00;"=""2012080197""";;"=""704722""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82834/260458;29/10/2025 00:00;"=""2012093525""";;"=""704761""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;RED MEAT ENTREPOSTO E COMERCIO DE CARNES LTDA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;São Caetano do Sul;SP;83070/259905;29/10/2025 15:14;;;"=""1114336""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82520/259435;28/10/2025 00:00;"=""2012080203""";;"=""704723""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82829/260447;29/10/2025 00:00;"=""2012090303""";;"=""704739""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - EMBU;Embu das Artes;SP;Cajamar;SP;82854/260523;29/10/2025 00:00;"=""2012090294""";;"=""181440""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;ARCO IRIS INTERIORES;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6982/257184;24/10/2025 15:26;;;"=""33122""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;COM DE TINTAS TRES DE MAIO LTDA;PPG SUM;Sumaré;SP;Santo André;SP;31175/261484;30/10/2025 23:59;;;"=""398783""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82830/260451;29/10/2025 00:00;"=""2012082178""";;"=""704745""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - EMBU;Embu das Artes;SP;Cajamar;SP;82904/260498;29/10/2025 00:00;"=""2012096130""";;"=""181513""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;FRIGELAR | CAJAMAR | 0076-36;DANFOSS - OSASCO;Osasco;SP;Cajamar;SP;82527/259447;28/10/2025 00:00;"=""2012079410""";;"=""704712""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0034-87;CARLOS EDUARDO COUNAGO;FRIGELAR | SÃO PAULO | 0034-87;São Paulo;SP;Santo André;SP;83103/260826;30/10/2025 16:36;;;"=""316976""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;MIRAI COM FERG E MAT CONST LTDA ME;TIGRE | CASTRO | 0002-50;Castro;PR;Santo André;SP;56858/260130;29/10/2025 17:55;;;"=""213621""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;DURACOLOR TINTAS E VERNIZES LTDA;BIOFRAGANE;Ponta Grossa;PR;Mauá;SP;56989/260299;29/10/2025 18:53;;;"=""66192""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;DURACOLOR TINTAS E VERNIZES LTDA;BIOFRAGANE;Ponta Grossa;PR;Mauá;SP;56989/260299;29/10/2025 18:53;;;"=""66193""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;COOPERATIVA MISTA AGROINDUSTRIAL DE PALMINOPOLIS;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;7023/257206;24/10/2025 16:23;;;"=""33119""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;DIVINO JOSE SILVA FERRAGENS;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;7008/257085;24/10/2025 14:06;;;"=""33094""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;CASA DAS ISCAS MACEDO LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6978/257189;24/10/2025 15:36;;;"=""33126""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;EDDY MOVEIS EIRELI ME;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6996/257123;24/10/2025 14:53;;;"=""33107""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;MODULO RIO INDUSTRIA DE EMBALAGENS SA;PPG SUM;Sumaré;SP;Barra do Piraí;RJ;30947/259476;28/10/2025 21:08;;;"=""397774""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0052-69;Otavio  Henrique da Silva Soares;FRIGELAR | EXTREMA | 0052-69;Santa Bárbara D'Oeste;SP;Extrema;MG;30926/259068;28/10/2025 17:40;;;"=""432270""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;DMC ATACADAO DA CONSTRUCAO LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;7006/257089;24/10/2025 14:11;;;"=""33096""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;TECNO BRINQ UTILIDADES DO LAR LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;7002/257093;24/10/2025 14:24;;;"=""33100""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;OPCAO COMERCIO ATACADISTA DE MATS DE CONSTRUCAO LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;7007/257088;24/10/2025 14:09;;;"=""33095""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;EDILSON RESENDE FILHO;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6997/257111;24/10/2025 14:44;;;"=""33106""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;REVCRYL PINTURAS E REVEST LTDA ME;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56874/260138;29/10/2025 17:56;;;"=""213762""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JUNDIAI;TEL TELECOMUNICACOES LTDA.;ROUTE 66 - JUNDIAI;Jundiaí;SP;São Paulo;SP;83328/261534;31/10/2025 02:34;;;"=""127270""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;LOTUS PALACE MARAJOARA LTDA;IGOR MIRANDA;Piraquara;PR;São Paulo;SP;1283/260253;29/10/2025 18:21;;;"=""37943""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;FORTCOLOR TINTAS E VERNIZES LTDA;BIOFRAGANE;Ponta Grossa;PR;Guarulhos;SP;56981/260266;29/10/2025 18:31;;;"=""66187""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;DI CASA LTDA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6977/257191;24/10/2025 15:38;;;"=""33127""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BBF DISTRIBUIDORA NE LTDA;JOAO VITOR MOREIRA DE SOUSA;BBF DISTRIBUIDORA NE LTDA;São Lourenço da Mata;PE;Guarulhos;SP;6998/257108;24/10/2025 14:42;;;"=""33105""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;INCOFLANDRES IND E COM DE FLANDRES LTDA;PPG SUM;Sumaré;SP;Volta Redonda;RJ;30952/259477;28/10/2025 21:08;;;"=""398198""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;ARCO IRIS COMERCIO DE TINTAS LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82783/260335;29/10/2025 19:35;;;"=""368352""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;ARCO IRIS COMERCIO DE TINTAS LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82783/260335;29/10/2025 19:35;;;"=""368414""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;SOARES E COSTA LTDA;PPG SUM;Sumaré;SP;Guarulhos;SP;31191/261501;31/10/2025 00:23;;;"=""398792""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | GARUVA | 0070-40;O. M. DOS REIS NETO;FRIGELAR | GARUVA | 0070-40;Garuva;SC;Guarulhos;SP;1943/259241;28/10/2025 18:37;;;"=""136979""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;TECNOLOGIA COLOUR E COMMERCE LTDA;PPG SUM;Sumaré;SP;Guarulhos;SP;31169/261454;30/10/2025 22:38;;;"=""398799""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;FRIGOVALE SISTEMAS DE REFRIGERAÇÃO EIREL;DANFOSS - EMBU;Embu das Artes;SP;Guarulhos;SP;83252/261400;30/10/2025 00:00;"=""2012098714""";;"=""181671""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;MERCO TINTAS LTDA EPP;PPG SUM;Sumaré;SP;Guarulhos;SP;31182/261490;31/10/2025 00:03;;;"=""398848""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;MACOPAN MATERIAIS DE CONSTRUCOES LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82782/260321;29/10/2025 19:27;;;"=""368346""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;MACOPAN MATERIAIS DE CONSTRUCOES LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82782/260321;29/10/2025 19:27;;;"=""368345""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;MACOPAN MATERIAIS DE CONSTRUCOES LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82782/260321;29/10/2025 19:27;;;"=""368348""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG GVT;MACOPAN MATERIAIS DE CONSTRUCOES LTDA;PPG GVT;Osasco;SP;Guarulhos;SP;82782/260321;29/10/2025 19:27;;;"=""368347""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;MABRAFER TINTAS LTDA EPP;PPG SUM;Sumaré;SP;Guarulhos;SP;31183/261492;31/10/2025 00:09;;;"=""398751""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;OSMAG MATRIZ RIO DE JANEIRO;DANFOSS - EMBU;DANFOSS - EMBU;Rio de Janeiro;RJ;Embu das Artes;SP;1656/258057;27/10/2025 15:45;PEDIDO DE DEVOLUÇÃO 1690335004;;"=""308990""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;PREMIUM AUTO CENTER SERVICOS AUTOMOTIVOS LTDA;PPG SUM;Sumaré;SP;Guarulhos;SP;31195/261504;31/10/2025 00:25;;;"=""398824""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;56914/260120;29/10/2025 17:55;;;"=""213489""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ACOS BRAUNA;AMERICANVEK;AMERICANVEK;Jaú;SP;São Paulo;SP;33598/260146;29/10/2025 18:01;;;"=""11637""";;;Comprovante de Entrega Anexado;03/11/2025 09:36;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;BELA TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Mogi das Cruzes;SP;56715/259119;28/10/2025 18:13;;;"=""213211""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;COZIL EQUIPAMENTOS INDUSTRIAIS LTDA;DANFOSS - OSASCO;Osasco;SP;Itaquaquecetuba;SP;82534/259468;27/10/2025 00:00;"=""2012062838""";;"=""704652""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR | GUARULHOS | 0046-10;FRIGELAR | GUARULHOS | 0046-10;Cajamar;SP;Guarulhos;SP;83042/260726;30/10/2025 11:58;;;"=""5496""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;ELEMAG EQUIPAMENTOS ELETRICOS E SER LTDA - ME;DANFOSS - EMBU;Embu das Artes;SP;São Paulo;SP;82878/260535;29/10/2025 00:00;"=""2012093534""";;"=""181473""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;BELA TINTAS LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Suzano;SP;56753/259132;28/10/2025 18:13;;;"=""213205""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUROSTAR DO BRASIL S.A. | CAMPINA ;TAUROS COMERCIAL;EUROSTAR DO BRASIL S.A. | CAMPINA ;Campina Grande do Sul;PR;São Paulo;SP;39044/258424;27/10/2025 19:11;;;"=""1475301""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TINTAS LUSACOR LTDA;TIGRE | CASTRO | 0002-50;Castro;PR;Guarulhos;SP;56776/259171;28/10/2025 18:20;;;"=""213154""";;;Comprovante de Entrega Anexado;03/11/2025 09:37;
